age,type,origin,rarity
9215,0,1,0.947964
9205,0,1,0.947964
3710,1,2,0.947964
550,1,6,0.948025
2786,4,5,0.948025
366,2,6,0.948025
1615,1,4,0.948052
7895,4,1,0.948052
6737,3,4,0.948052
8896,3,2,0.948081
9209,0,1,0.948081
8315,4,4,0.948081
5462,0,3,0.948133
3470,4,4,0.948164
7905,4,1,0.948164
4253,3,0,0.948198
535,1,6,0.948347
4044,3,6,0.948347
1914,3,0,0.948347
5372,0,2,0.948387
8306,4,4,0.94843
1913,3,0,0.948454
5460,0,3,0.948454
1923,3,0,0.948515
722,0,4,0.948608
6727,3,4,0.948608
728,4,0,0.948608
8298,4,4,0.948661
6117,0,2,0.948661
8307,4,4,0.948661
1911,3,0,0.948665
1947,2,0,0.948665
971,2,2,0.948718
7663,2,0,0.948775
7666,2,0,0.948775
2297,4,0,0.948775
5364,0,2,0.948827
3473,4,4,0.948827
983,2,2,0.948837
2307,4,0,0.948889
705,0,4,0.948936
732,0,4,0.948936
350,2,6,0.948936
730,4,0,0.948936
1826,2,3,0.948936
1915,3,0,0.94898
6263,1,0,0.94898
8831,3,6,0.949045
8830,3,6,0.949045
982,2,2,0.949074
4223,3,0,0.949074
3288,1,4,0.949084
4045,3,6,0.949084
54,2,5,0.949115
355,2,6,0.949153
6722,3,4,0.949153
4051,3,6,0.949187
1949,3,0,0.949187
7007,3,0,0.949187
4092,3,6,0.949187
4046,3,6,0.949187
4091,3,6,0.949187
8321,4,4,0.949227
3507,4,4,0.949227
8814,3,6,0.94926
363,2,6,0.94926
704,0,4,0.94926
7008,3,0,0.94929
2660,4,4,0.94929
300,2,6,0.949339
6948,3,4,0.949367
4280,3,0,0.949367
8828,3,6,0.949367
879,1,1,0.949367
6464,1,3,0.949367
8829,3,6,0.949367
1960,2,0,0.949393
1960,3,0,0.949393
986,2,2,0.949425
7128,3,6,0.949451
1686,3,2,0.949474
8832,3,6,0.949474
1835,2,3,0.949474
1956,2,0,0.949495
4089,3,6,0.949495
6382,3,0,0.949495
4052,3,6,0.949495
4233,3,0,0.949541
4199,2,3,0.949541
5388,4,4,0.94958
6158,0,2,0.94958
4864,4,1,0.949597
4250,3,0,0.949657
9218,0,1,0.949657
3494,4,4,0.949672
7500,1,5,0.949672
709,0,4,0.949686
6443,1,3,0.949686
2688,4,4,0.949686
4088,3,6,0.949698
865,1,1,0.949698
6379,4,2,0.949698
8049,4,6,0.949698
7499,1,5,0.949782
6444,1,3,0.949791
1961,3,0,0.949799
4866,4,1,0.949799
35,2,2,0.949861
4230,3,0,0.949886
4231,3,0,0.949886
2064,1,0,0.949891
750,4,0,0.949891
532,1,6,0.949896
1935,2,0,0.949896
3276,1,4,0.9499
3284,1,4,0.9499
3277,1,4,0.9499
4226,3,0,0.95
2065,1,0,0.95
743,4,0,0.95
305,2,6,0.95
2063,1,0,0.95
531,1,6,0.95
6460,1,3,0.95
7291,0,0,0.95
557,1,6,0.950104
9543,0,2,0.950104
7932,3,0,0.950104
7293,0,0,0.950104
2650,4,4,0.950104
3490,4,4,0.950108
8845,3,1,0.950108
3678,1,2,0.950108
2066,1,0,0.950108
507,1,6,0.950108
9203,0,3,0.950113
1074,1,4,0.950113
3854,1,3,0.950113
5053,3,5,0.950199
4872,4,1,0.950199
8092,4,5,0.950199
1473,1,3,0.950207
1755,3,1,0.950207
7918,4,1,0.950207
2062,1,0,0.950216
9205,0,3,0.950226
9211,0,3,0.950226
6386,4,2,0.950298
7298,0,0,0.950311
553,1,6,0.950311
7317,0,0,0.950311
7903,3,0,0.950324
3469,4,4,0.950324
3467,4,4,0.950324
4860,4,1,0.950397
4057,3,6,0.950397
4862,4,1,0.950397
8964,3,2,0.950413
2652,4,4,0.950413
2885,3,2,0.950413
5788,0,5,0.950431
783,4,6,0.950431
89,1,5,0.950431
5370,0,2,0.950431
3697,1,2,0.95045
9224,0,3,0.95045
5976,0,1,0.95045
2816,4,5,0.950495
1936,2,0,0.950515
2651,4,4,0.950515
9545,0,2,0.950515
2769,4,5,0.950515
19,2,2,0.95053
335,2,6,0.950538
8842,3,1,0.950538
926,2,2,0.950538
327,2,6,0.950538
104,2,3,0.950538
334,2,6,0.950538
8302,4,4,0.950562
3851,1,3,0.950562
6453,1,3,0.950617
7922,4,1,0.950617
8968,3,2,0.950617
7017,3,0,0.950617
6452,1,3,0.950617
706,0,4,0.950644
3464,4,4,0.950644
328,2,6,0.950644
5360,0,2,0.950644
2037,1,0,0.950644
329,2,6,0.950644
7,2,2,0.950673
2308,4,0,0.950673
4642,3,5,0.95069
1046,1,4,0.950704
7921,4,1,0.950719
1472,1,3,0.950719
98,2,3,0.950749
1825,2,3,0.950749
8843,3,1,0.950749
819,4,5,0.950783
5977,0,1,0.950783
8035,4,6,0.95082
554,1,6,0.95082
351,2,6,0.950855
662,0,4,0.950893
659,0,4,0.950893
8304,4,3,0.950893
8304,4,4,0.950893
4098,3,6,0.95092
7305,0,0,0.95092
1471,1,3,0.95092
6167,0,2,0.95096
707,0,4,0.95096
737,4,0,0.95096
1831,2,3,0.95096
3714,1,2,0.951002
6109,1,1,0.951002
7668,2,0,0.951002
4539,4,1,0.951002
818,4,5,0.951002
5681,1,4,0.951002
6314,4,1,0.95102
1517,2,6,0.95102
2659,4,4,0.95102
1518,2,6,0.95102
7013,3,0,0.95102
4374,4,6,0.951049
8827,3,6,0.951064
5359,0,2,0.951064
3457,4,4,0.951064
6154,0,2,0.951064
7516,1,5,0.951111
817,4,5,0.951111
7111,1,3,0.951111
6108,1,1,0.951111
6115,1,1,0.951111
7018,3,0,0.95112
4569,1,0,0.95112
8969,3,2,0.95112
1693,3,2,0.951168
6465,1,3,0.951168
6166,0,2,0.951168
2939,0,4,0.951168
1635,1,4,0.951168
7131,1,3,0.951219
6118,1,1,0.951219
6121,3,4,0.951219
7022,3,0,0.951219
7515,1,5,0.951219
3455,4,4,0.951271
1891,0,6,0.951271
5112,1,6,0.951271
3867,2,2,0.951276
5734,1,5,0.951276
15,2,2,0.951311
2789,4,5,0.951318
6679,3,4,0.951318
6425,1,3,0.951318
9750,2,1,0.951327
2933,4,2,0.951327
2891,3,2,0.951374
9057,3,0,0.951374
3451,0,2,0.951374
6467,1,3,0.951374
8826,3,6,0.951374
6489,1,3,0.951374
9198,0,1,0.951389
8052,4,6,0.951417
1071,1,4,0.951435
8825,3,6,0.951477
6165,0,2,0.951477
4653,3,5,0.951477
6721,3,4,0.951477
3609,2,6,0.951477
3460,4,4,0.951477
6162,0,2,0.951477
2790,4,5,0.951515
2117,1,3,0.951515
7122,1,3,0.951542
7118,1,3,0.951542
298,2,6,0.951542
4615,1,6,0.95155
568,1,6,0.951579
6468,1,3,0.951579
6485,1,3,0.951579
5389,0,2,0.951579
1820,2,3,0.951579
3607,2,6,0.951579
2788,4,5,0.951613
975,2,2,0.951613
6426,1,3,0.951613
5970,0,1,0.951613
6999,3,0,0.951613
987,2,2,0.951613
9748,2,1,0.951648
2931,4,2,0.951648
7658,2,0,0.951648
8438,3,0,0.951648
148,4,0,0.951648
7924,3,0,0.951681
5111,1,6,0.951681
361,2,6,0.951681
4119,3,6,0.951681
3283,1,4,0.95171
8961,3,2,0.95171
6424,1,3,0.95171
4176,3,6,0.951724
4236,3,0,0.951724
4246,3,0,0.951724
5723,1,5,0.951754
151,4,0,0.951754
8233,2,4,0.951754
4531,4,1,0.951754
1680,3,2,0.951782
5393,4,4,0.951782
2890,3,2,0.951782
5394,4,4,0.951782
4652,3,5,0.951782
5577,4,2,0.951782
576,1,6,0.951782
1691,3,2,0.951782
5945,0,1,0.951835
16,2,2,0.951852
8290,4,4,0.95186
754,4,0,0.95186
3033,2,0,0.95186
754,0,4,0.95186
1756,3,1,0.951883
6440,1,3,0.951883
6714,3,4,0.951883
1683,3,2,0.951883
7934,3,0,0.951883
3606,2,6,0.951883
6586,4,3,0.951904
4819,4,6,0.951904
9552,0,2,0.951904
1521,2,6,0.951904
5061,3,5,0.951904
7683,1,6,0.951945
5732,1,5,0.951945
8894,3,2,0.951945
4178,2,3,0.951945
9219,0,3,0.951945
4973,4,3,0.951965
1882,0,6,0.951965
6744,3,4,0.951965
753,0,4,0.951965
4971,4,6,0.951965
7514,1,5,0.951965
4528,4,1,0.951965
9469,1,4,0.951983
877,1,1,0.951983
7153,3,6,0.951983
6439,1,3,0.951983
3630,2,6,0.951983
528,1,6,0.951983
7913,3,0,0.951983
8836,3,1,0.951983
6385,4,2,0.952
3271,1,4,0.952
8119,0,6,0.952
5058,3,5,0.952
1918,2,0,0.952
21,3,3,0.952055
9200,0,3,0.952055
3856,1,3,0.952055
4191,2,3,0.952055
4181,2,3,0.952055
4969,4,6,0.95207
5412,4,3,0.95207
1330,1,5,0.95207
143,4,0,0.95207
114,1,5,0.95207
2075,1,0,0.95207
6859,3,1,0.95207
5407,4,4,0.95207
3441,0,2,0.95207
4126,3,6,0.95207
1628,1,4,0.95207
5407,4,3,0.95207
4969,0,2,0.95207
529,1,6,0.952083
7156,3,6,0.952083
3531,4,5,0.952164
4241,3,0,0.952164
4970,4,6,0.952174
8327,4,4,0.952174
8328,4,4,0.952174
116,2,3,0.952174
1629,1,4,0.952174
1884,0,6,0.952174
308,2,6,0.952174
5324,0,2,0.952183
1464,1,3,0.952183
2944,0,4,0.952183
2638,4,4,0.952183
7945,4,1,0.952183
854,3,4,0.952183
2497,2,3,0.952183
5106,1,6,0.952183
4562,1,0,0.952183
4478,2,5,0.952191
4856,4,1,0.952191
1012,2,2,0.952273
5717,1,5,0.952278
757,4,0,0.952278
321,2,6,0.952278
904,3,4,0.952278
318,2,6,0.952278
5416,4,3,0.952278
7513,1,5,0.952278
66,2,3,0.952278
7901,3,0,0.952278
5108,1,6,0.952282
6456,3,1,0.952282
6386,3,0,0.952286
2815,4,5,0.952286
921,2,2,0.952381
5080,1,6,0.952381
5068,3,5,0.952381
1478,1,3,0.952381
8329,4,4,0.952381
3694,1,2,0.952381
9213,3,1,0.952381
5107,1,6,0.952381
1630,1,4,0.952381
322,2,6,0.952381
9226,0,1,0.952381
886,1,1,0.952381
1939,2,0,0.952381
43,2,2,0.952381
88,2,3,0.952381
4822,4,6,0.952381
113,2,3,0.952381
7889,4,1,0.952381
4972,4,6,0.952381
7949,4,1,0.952381
109,2,3,0.952381
8118,0,6,0.952475
4627,1,6,0.952475
6359,3,0,0.952479
2503,2,3,0.952479
2768,4,5,0.952479
6258,1,0,0.952479
1757,3,1,0.952479
8078,4,6,0.952479
7316,0,0,0.952479
2937,0,4,0.952484
4134,3,6,0.952484
2035,1,0,0.952484
71,2,5,0.952484
8224,2,4,0.952484
5448,0,3,0.952484
2976,0,4,0.952484
63,2,5,0.952484
8223,2,4,0.952484
7605,0,0,0.952484
3041,2,0,0.952484
1077,1,4,0.952489
3691,1,2,0.952489
5765,0,5,0.952489
9202,0,3,0.952489
766,4,6,0.952489
9208,0,3,0.952489
4058,3,6,0.952569
1913,2,0,0.952577
1909,3,0,0.952577
2766,4,5,0.952577
7313,0,0,0.952577
2639,4,4,0.952577
8080,4,6,0.952577
8081,4,6,0.952577
7284,0,0,0.952577
9082,3,3,0.952586
1632,1,4,0.952586
846,1,1,0.952586
319,2,6,0.952586
2963,0,4,0.952586
67,2,3,0.952586
7139,3,6,0.952586
4366,4,6,0.952596
1045,1,4,0.952607
4622,1,6,0.952663
6436,1,3,0.952675
5322,0,2,0.952675
2270,1,3,0.952675
4070,3,6,0.952675
9541,0,2,0.952675
858,1,1,0.952675
9073,3,3,0.952688
1321,1,5,0.952688
3479,4,4,0.952688
9075,3,3,0.952688
8841,3,6,0.952688
7412,3,4,0.952688
884,1,1,0.952688
3519,4,5,0.952703
9224,0,1,0.952703
7678,0,3,0.952703
4584,4,1,0.952756
4063,3,6,0.952756
5096,1,6,0.952772
9625,2,6,0.952772
6362,3,0,0.952772
2950,0,4,0.952772
7306,0,0,0.952772
7310,0,0,0.952772
9283,0,5,0.952772
8217,2,4,0.95279
4129,3,6,0.95279
9273,3,0,0.95279
1322,1,5,0.95279
810,4,5,0.952809
5041,4,1,0.952849
5008,4,6,0.952869
857,3,4,0.952869
5270,0,5,0.952869
7308,0,0,0.952869
1480,1,3,0.952869
8212,2,4,0.952891
9072,3,3,0.952891
3449,0,2,0.952891
8768,0,5,0.952891
1438,4,5,0.952891
778,4,6,0.952891
17,2,2,0.952899
811,4,5,0.952915
3518,4,5,0.952915
7518,1,5,0.952915
5982,0,1,0.952915
8265,4,4,0.952915
824,4,5,0.952915
5739,1,5,0.952941
4079,3,6,0.952965
6319,4,1,0.952965
1941,2,0,0.952965
9626,2,6,0.952965
27,2,2,0.952978
8860,3,6,0.952991
5102,3,5,0.952991
6068,3,4,0.952991
8859,3,6,0.952991
2630,4,4,0.952991
8767,0,5,0.952991
1709,3,2,0.952991
8852,3,1,0.952991
9228,0,3,0.95302
3517,4,5,0.95302
3875,2,2,0.953052
7757,1,6,0.953052
3892,2,2,0.953052
6358,3,0,0.953061
9435,3,6,0.953061
6356,3,0,0.953061
4648,3,5,0.953061
9284,0,5,0.953061
8082,4,6,0.953061
9287,0,5,0.953061
889,1,1,0.953092
1602,1,4,0.953092
1594,1,4,0.953092
3766,4,5,0.953092
737,0,4,0.953092
9274,0,5,0.953092
6842,2,2,0.953092
3445,0,2,0.953092
3638,2,6,0.953092
3648,1,2,0.953092
158,4,0,0.953125
1467,1,3,0.953157
6354,3,0,0.953157
6371,3,0,0.953157
6369,3,0,0.953157
2118,1,3,0.953157
6374,3,0,0.953157
861,1,1,0.953157
4812,4,6,0.953157
5007,4,6,0.953157
3294,1,4,0.953157
1695,3,2,0.953192
3438,0,2,0.953192
2961,0,4,0.953192
5116,1,6,0.953192
3768,4,5,0.953192
2615,4,4,0.953192
3452,0,2,0.953192
3637,2,6,0.953192
3448,0,2,0.953192
1059,1,4,0.953229
1384,4,1,0.953229
1371,4,1,0.953229
290,2,6,0.953229
642,0,4,0.953229
3295,1,4,0.953252
4091,0,6,0.953252
8038,4,6,0.953252
2645,4,4,0.953252
9616,2,6,0.953252
6994,3,0,0.953252
8980,3,2,0.953252
376,2,6,0.953291
2631,4,4,0.953291
8840,3,6,0.953291
3044,2,0,0.953291
6171,0,2,0.953291
3635,2,6,0.953291
1863,0,6,0.953291
6847,2,2,0.953291
850,1,1,0.953291
2939,4,2,0.953291
4122,3,6,0.953291
5534,4,2,0.953307
289,2,6,0.953333
6133,0,3,0.953333
1336,1,5,0.953333
1080,3,0,0.953333
1081,1,4,0.953333
4682,3,6,0.953333
4963,4,6,0.953333
8905,3,1,0.953333
24,3,3,0.953333
5779,0,5,0.953333
8790,4,2,0.953347
8083,4,6,0.953347
6427,1,3,0.953347
1904,4,0,0.953347
6579,4,3,0.953347
4568,1,0,0.953347
3273,1,4,0.953347
40,2,3,0.953368
4132,3,6,0.95339
7143,1,3,0.95339
2700,4,4,0.95339
5219,0,4,0.95339
9529,4,5,0.95339
4832,4,6,0.953398
1335,1,5,0.953437
770,4,6,0.953437
9250,0,3,0.953437
4978,4,3,0.953437
2137,1,3,0.953441
2116,1,3,0.953441
6391,4,2,0.953441
3887,2,2,0.953488
5130,1,6,0.953488
2636,4,4,0.953488
5380,4,4,0.953488
1049,1,4,0.953488
5101,1,6,0.953488
2614,4,4,0.953488
3634,2,6,0.953488
7146,3,6,0.953488
8868,3,1,0.953488
3268,1,4,0.953535
1929,2,0,0.953535
2268,1,3,0.953535
6373,3,0,0.953535
4566,1,0,0.953535
6285,1,0,0.953535
8039,4,6,0.953535
5086,1,6,0.953535
2134,1,3,0.953535
4807,4,6,0.953535
5540,4,2,0.953535
2934,0,4,0.95354
4541,4,1,0.95354
4149,2,3,0.95354
7119,3,6,0.95354
5690,1,5,0.95354
5802,1,6,0.95354
5730,1,5,0.95354
5803,1,6,0.95354
2635,4,4,0.953587
7940,4,1,0.953587
7144,1,3,0.953587
5100,0,3,0.953587
5381,0,2,0.953587
5100,3,5,0.953587
8829,3,1,0.953587
5228,0,4,0.953587
7938,4,1,0.953587
7142,3,6,0.953587
4111,3,6,0.953587
9948,3,6,0.953587
8855,3,6,0.953587
3937,1,3,0.953596
3865,2,2,0.953596
2267,1,3,0.953629
1970,3,0,0.953629
2819,4,5,0.953629
8613,4,6,0.953629
4480,2,5,0.953629
2806,4,5,0.953629
5087,1,6,0.953629
5547,4,2,0.953629
3718,4,5,0.953642
813,4,5,0.953642
5387,0,2,0.953684
6720,0,3,0.953684
570,1,6,0.953684
2425,2,0,0.953684
3664,1,2,0.953684
568,0,4,0.953684
5578,4,2,0.953684
3454,0,2,0.953684
3671,1,2,0.953684
8823,3,1,0.953684
5879,0,5,0.953684
9877,2,4,0.953684
4211,2,3,0.953704
3886,2,2,0.953704
6414,1,3,0.953722
6394,4,2,0.953722
6592,4,3,0.953722
6399,4,2,0.953722
1927,2,0,0.953722
6379,3,0,0.953722
6398,3,0,0.953722
299,0,1,0.953744
6127,1,1,0.953744
2923,4,2,0.953744
2930,0,4,0.953744
2925,4,2,0.953744
8280,4,3,0.953744
9477,1,4,0.953781
9478,1,4,0.953781
8067,4,6,0.953781
9069,3,3,0.953781
6189,0,2,0.953781
7145,3,6,0.953781
5580,4,1,0.953781
2958,0,4,0.953781
6240,1,0,0.953781
25,2,2,0.953795
7783,2,2,0.953811
6287,1,0,0.953815
6329,4,1,0.953815
5084,1,6,0.953815
8151,0,6,0.953815
5027,4,1,0.953815
8273,4,3,0.953846
759,4,0,0.953846
4955,4,6,0.953846
914,0,6,0.953846
8235,2,4,0.953846
501,1,6,0.953846
156,4,0,0.953846
1097,1,4,0.953846
6173,0,2,0.953878
6709,3,4,0.953878
5099,3,5,0.953878
3399,4,1,0.953878
3665,1,2,0.953878
1894,0,6,0.953878
6711,3,4,0.953878
9067,3,3,0.953878
4820,4,1,0.953908
2135,1,3,0.953908
6400,3,0,0.953908
6584,4,3,0.953908
6389,3,0,0.953908
1051,1,4,0.953917
5948,0,1,0.953917
2181,2,0,0.953935
9758,2,1,0.953947
6863,3,1,0.953947
917,2,2,0.953947
4683,3,6,0.953947
9883,2,4,0.953975
5230,0,4,0.953975
8762,0,5,0.953975
2472,2,3,0.953975
9277,0,5,0.953975
2569,0,1,0.953975
5276,0,5,0.953975
1834,2,6,0.953975
4815,4,1,0.954
2811,4,5,0.954
4816,4,6,0.954
8150,0,6,0.954
1926,0,1,0.954
1963,2,0,0.954
7689,1,6,0.954023
843,1,1,0.954048
135,1,5,0.954048
8333,4,4,0.954048
915,2,2,0.954048
5405,4,3,0.954048
1329,4,0,0.954048
505,0,6,0.954048
8433,3,0,0.954048
153,4,0,0.954048
929,3,4,0.954048
4362,4,6,0.954048
8281,4,4,0.954048
504,0,6,0.954048
3009,0,0,0.954048
5726,1,5,0.954048
9249,0,3,0.954048
5342,4,4,0.954071
5878,0,5,0.954071
8756,0,5,0.954071
574,1,6,0.954071
5185,3,4,0.954071
2869,0,0,0.954071
7933,4,1,0.954071
8070,4,6,0.954071
9534,0,2,0.954071
8866,3,1,0.954071
9468,1,4,0.954071
2450,2,0,0.954071
1676,4,1,0.954071
2467,2,3,0.954071
5069,3,5,0.954092
6583,4,3,0.954092
4459,2,5,0.954092
6273,1,0,0.954092
5082,1,6,0.954092
2139,1,3,0.954092
9553,0,2,0.954092
7700,1,6,0.954128
93,1,5,0.954148
3582,3,5,0.954148
8226,2,4,0.954148
3583,3,5,0.954148
3844,1,3,0.954148
9271,3,0,0.954148
6750,0,3,0.954148
1679,3,2,0.954167
5346,4,4,0.954167
2470,2,3,0.954167
7923,3,0,0.954167
8077,4,6,0.954167
8820,3,1,0.954167
575,1,6,0.954167
8063,4,6,0.954167
3740,1,2,0.954167
3599,4,2,0.954167
5325,0,2,0.954167
8075,4,6,0.954167
1679,4,1,0.954167
8864,3,1,0.954167
9532,4,5,0.954167
1458,1,3,0.954167
9464,1,4,0.954167
6175,0,2,0.954167
6214,1,0,0.954167
1746,3,1,0.954167
9882,2,4,0.954167
5748,0,5,0.954217
5750,0,5,0.954217
5746,0,5,0.954217
3954,2,0,0.954233
4161,2,3,0.954233
4924,0,1,0.954248
7108,3,6,0.954248
1318,1,5,0.954248
4416,2,5,0.954248
4923,0,1,0.954248
57,2,2,0.954248
9664,0,2,0.954248
114,4,0,0.954248
750,0,4,0.954248
3987,4,0,0.954248
7887,4,1,0.954248
1317,1,5,0.954248
4355,3,3,0.954248
4969,4,3,0.954248
7512,1,5,0.954248
137,1,5,0.954248
906,0,6,0.954248
2917,4,2,0.954248
9086,3,3,0.954248
2571,0,1,0.954262
7932,4,1,0.954262
8478,3,2,0.954262
2280,1,3,0.954262
6434,1,3,0.954262
6184,0,2,0.954262
9543,4,5,0.954262
3812,1,3,0.954262
1743,3,1,0.954262
5081,1,6,0.954274
9583,3,4,0.954274
5550,4,2,0.954274
4460,2,5,0.954274
8793,4,2,0.954274
8095,4,6,0.954274
8793,3,6,0.954274
38,2,3,0.954301
7681,1,6,0.954338
7694,1,6,0.954338
3858,1,3,0.954338
7694,0,3,0.954338
9195,0,3,0.954338
1015,2,2,0.954338
3856,2,2,0.954338
655,0,4,0.954338
1003,2,2,0.954338
305,0,1,0.954348
905,3,4,0.954348
87,2,3,0.954348
78,2,3,0.954348
65,2,3,0.954348
905,0,6,0.954348
308,1,0,0.954348
4316,4,3,0.954357
5280,0,5,0.954357
1896,0,6,0.954357
2106,1,3,0.954357
9046,3,0,0.954357
4319,4,3,0.954357
4317,4,3,0.954357
5255,4,5,0.954357
5340,4,4,0.954357
3624,2,6,0.954357
6457,3,1,0.954357
4597,4,1,0.954365
3135,0,6,0.954365
5486,0,3,0.954365
5043,4,1,0.954365
6403,4,2,0.954365
4597,1,0,0.954365
9562,4,5,0.954365
20,3,3,0.954386
9190,1,4,0.954442
9192,0,3,0.954442
4368,4,6,0.954442
9190,0,3,0.954442
9192,0,1,0.954442
9192,3,1,0.954442
138,1,5,0.954447
3047,2,0,0.954447
1096,1,4,0.954447
101,1,5,0.954447
6751,0,3,0.954447
8845,4,2,0.954447
5673,1,4,0.954447
5672,1,4,0.954447
6739,0,3,0.954447
6752,0,3,0.954447
3986,4,0,0.954447
59,2,5,0.954447
5569,1,5,0.954451
6707,3,4,0.954451
3600,2,6,0.954451
3141,3,3,0.954451
5272,0,5,0.954451
3626,4,2,0.954451
2710,4,3,0.954451
2485,2,3,0.954451
8062,4,6,0.954451
7915,3,0,0.954451
1810,1,3,0.954451
2128,1,3,0.954451
5097,3,5,0.954451
5569,4,2,0.954451
5273,0,5,0.954451
4291,3,3,0.954451
8059,4,6,0.954451
1922,0,1,0.954455
8129,0,6,0.954455
7697,0,3,0.954545
6089,3,4,0.954545
6745,3,4,0.954545
4854,4,1,0.954545
4163,3,6,0.954545
3025,2,0,0.954545
306,0,1,0.954545
2936,4,2,0.954545
8146,0,6,0.954545
5859,0,5,0.954545
7236,3,1,0.954545
3627,4,2,0.954545
7135,3,6,0.954545
2060,1,4,0.954545
6703,3,4,0.954545
1038,2,3,0.954545
4605,4,1,0.954545
6954,3,4,0.954545
3561,3,2,0.954545
921,3,4,0.954545
95,1,5,0.954545
64,2,2,0.954545
2905,3,2,0.954545
8258,2,4,0.954545
6404,4,2,0.954545
9393,3,4,0.954545
115,4,0,0.954545
5773,0,5,0.954545
9542,4,5,0.954545
3027,2,0,0.954545
8258,4,4,0.954545
4499,3,6,0.954545
1739,3,1,0.954545
9698,0,2,0.954545
1362,4,1,0.954545
5753,0,5,0.954545
102,1,5,0.954545
3587,3,5,0.954545
9498,1,4,0.954545
8024,3,3,0.954545
840,1,1,0.954545
5529,4,2,0.954545
2610,4,4,0.954545
4606,4,1,0.954545
7991,3,5,0.954635
8102,0,6,0.954635
4601,4,1,0.954635
2142,1,3,0.954635
1726,3,1,0.954639
9537,4,5,0.954639
1912,2,0,0.954639
9459,1,4,0.954639
6176,0,2,0.954639
7331,0,0,0.954639
2465,2,3,0.954639
3343,2,0,0.954639
2918,4,2,0.954644
1662,3,2,0.954644
516,0,6,0.954644
117,1,5,0.954644
745,4,2,0.954644
8336,4,4,0.954644
5408,0,2,0.954644
7138,1,3,0.954644
320,1,0,0.954644
4548,1,0,0.954644
920,2,2,0.954644
4736,2,5,0.954644
742,0,4,0.954644
7510,1,5,0.954644
692,0,4,0.954644
935,3,4,0.954644
1590,1,4,0.954644
7611,0,0,0.954644
3854,2,2,0.954648
4166,3,6,0.954648
9191,0,3,0.954648
3562,3,2,0.954648
3692,1,2,0.954648
4400,2,5,0.954648
6098,0,2,0.954648
7686,0,3,0.954648
3861,1,3,0.954648
1341,1,5,0.954648
4187,2,3,0.954648
8308,2,5,0.954648
7733,1,6,0.954654
8116,0,6,0.954724
1921,2,0,0.954724
5532,4,2,0.954724
4874,0,4,0.954724
4829,4,1,0.954724
1558,1,0,0.954733
5653,3,6,0.954733
9426,3,6,0.954733
9437,3,6,0.954733
1910,2,0,0.954733
5568,4,2,0.954733
1487,1,3,0.954733
9390,3,4,0.954733
5243,4,5,0.954733
1878,0,6,0.954741
7608,0,0,0.954741
7509,1,5,0.954741
885,3,4,0.954741
1085,1,4,0.954741
1871,4,0,0.954741
7136,3,6,0.954741
2077,1,0,0.954741
89,2,3,0.954741
3992,4,0,0.954741
4420,2,5,0.954741
2907,3,2,0.954741
5775,0,5,0.954751
4173,3,6,0.954751
766,4,0,0.954751
1013,2,2,0.954751
8261,2,4,0.954751
9211,3,1,0.954751
1353,4,1,0.954751
5752,0,5,0.954762
4592,1,0,0.954813
5038,4,1,0.954813
