age,type,origin,rarity
278,4,5,0.95
2742,1,3,0.95
3831,1,4,0.950125
4595,2,4,0.950125
531,1,4,0.950139
4889,3,5,0.950262
2293,2,6,0.950262
4628,2,2,0.950262
298,0,0,0.950262
2292,2,6,0.950262
2461,1,6,0.950276
2441,2,4,0.950276
3541,0,4,0.950276
1316,3,4,0.950276
1317,3,4,0.950276
381,2,5,0.950292
1548,2,1,0.950372
4057,1,0,0.950372
4868,1,1,0.950392
4625,2,2,0.950392
280,4,5,0.950392
4860,2,6,0.950392
4619,2,2,0.950392
1105,4,5,0.950392
3512,2,2,0.950413
4791,2,6,0.950413
523,1,4,0.950413
3448,2,2,0.950413
2741,1,3,0.950495
4592,2,4,0.950495
7,0,3,0.950495
3689,4,1,0.950495
2208,0,4,0.950521
4618,2,2,0.950521
4579,2,2,0.950521
3890,3,0,0.950521
3600,2,0,0.950521
522,1,4,0.950549
2425,2,4,0.950549
525,1,2,0.950549
259,4,4,0.950549
3834,1,4,0.950617
4026,1,0,0.950617
1549,2,1,0.950617
2194,0,6,0.950649
4653,2,2,0.950649
4861,2,6,0.950649
1648,3,0,0.950649
2842,4,2,0.950685
1837,3,2,0.950685
2442,1,6,0.950685
2720,1,3,0.950704
2740,1,3,0.950739
4890,3,5,0.950777
3886,3,0,0.950777
4893,3,5,0.950777
589,1,2,0.95082
2481,1,6,0.95082
534,1,2,0.95082
3018,2,3,0.95082
4048,1,0,0.95086
801,2,1,0.95086
2717,1,3,0.950935
4799,4,5,0.950954
349,0,3,0.950954
264,4,4,0.950954
322,0,3,0.950954
758,2,1,0.95098
3064,1,2,0.951009
375,2,5,0.951009
4548,2,4,0.951031
4875,1,1,0.951031
4545,2,4,0.951031
4897,3,5,0.951031
3392,4,4,0.951087
2427,2,4,0.951087
2452,2,5,0.951087
321,0,3,0.951087
2426,2,4,0.951087
4030,1,0,0.9511
377,2,4,0.951149
3655,0,4,0.951157
3750,2,2,0.951157
1147,4,2,0.951157
3607,2,0,0.951157
3674,4,1,0.951157
797,2,1,0.951219
1502,2,1,0.951219
535,1,4,0.951219
4805,2,6,0.951219
2298,2,6,0.951219
2478,1,6,0.951219
1892,3,2,0.951282
1896,3,2,0.951282
2086,2,2,0.951282
4916,1,1,0.951282
1895,4,5,0.951282
4055,1,0,0.951338
3526,0,4,0.951351
3574,2,0,0.951351
4281,2,4,0.951351
3388,4,4,0.951351
310,1,1,0.951351
4800,4,5,0.951351
346,0,3,0.951351
4550,2,4,0.951407
4758,4,5,0.951407
2777,3,5,0.951407
1146,4,2,0.951407
4757,4,5,0.951407
3828,1,4,0.951407
4986,0,1,0.951417
373,2,4,0.951429
347,0,3,0.951482
319,4,5,0.951482
262,4,4,0.951482
3877,1,4,0.951531
1137,4,2,0.951531
3829,1,4,0.951531
3724,4,1,0.951531
2166,0,6,0.951531
2666,4,0,0.951574
2675,4,0,0.951574
316,0,3,0.951613
2469,1,6,0.951613
2414,2,4,0.951613
348,0,3,0.951613
584,1,2,0.951613
3024,2,3,0.951613
4776,4,5,0.951613
2468,1,6,0.951613
317,0,0,0.951613
1157,4,2,0.951654
1134,4,2,0.951654
4597,2,2,0.951654
3286,2,3,0.951654
1120,4,2,0.951654
3166,3,6,0.951654
21,0,3,0.951673
1556,2,1,0.951691
3579,2,0,0.951743
3571,2,0,0.951743
1300,0,1,0.951743
3032,2,3,0.951743
188,2,5,0.951807
431,2,2,0.951807
189,2,5,0.951807
1406,1,6,0.951841
303,1,1,0.951872
3031,2,3,0.951872
238,3,2,0.951872
2475,1,6,0.951872
540,1,4,0.951872
2138,2,0,0.951872
1083,4,5,0.951899
4058,1,0,0.951899
3878,1,4,0.951899
3349,4,4,0.952
545,1,2,0.952
545,1,1,0.952
2474,1,6,0.952
3247,2,2,0.95202
4064,1,0,0.95202
2676,4,0,0.952038
3436,3,0,0.952113
3006,2,3,0.952128
539,1,4,0.952128
2486,4,3,0.952128
352,0,3,0.952128
288,4,5,0.952128
3468,2,2,0.952128
307,0,3,0.952128
2432,0,2,0.952128
1079,4,5,0.952141
3631,2,0,0.952141
742,2,1,0.952141
2984,2,3,0.952141
4060,1,0,0.952141
4063,1,0,0.952141
2713,1,3,0.952153
14,3,3,0.952174
3672,4,1,0.952255
291,4,5,0.952255
3035,2,3,0.952255
1273,0,1,0.952255
2308,1,6,0.952255
3717,4,1,0.952261
3164,3,6,0.952261
4659,2,2,0.952261
3072,1,2,0.952381
1267,0,1,0.952381
596,1,2,0.952381
3869,3,6,0.952381
287,4,4,0.952381
1663,3,0,0.952381
3596,2,0,0.952381
3431,2,2,0.952381
1917,4,5,0.952381
4662,2,2,0.9525
3833,3,6,0.9525
2746,1,3,0.9525
1108,4,5,0.952507
4263,2,4,0.952507
4256,1,1,0.952507
3913,0,5,0.952507
4636,2,2,0.952507
556,1,1,0.952507
4256,2,4,0.952507
4637,2,2,0.952507
364,2,4,0.952514
516,2,6,0.952514
437,2,2,0.952522
28,0,3,0.952542
2764,3,5,0.952618
3831,3,6,0.952618
741,2,1,0.952618
4661,2,2,0.952618
3005,2,3,0.952632
3911,3,0,0.952632
2206,0,4,0.952632
1640,3,0,0.952632
597,1,2,0.952646
3438,3,0,0.952646
2514,4,3,0.952756
1264,0,1,0.952756
3673,4,1,0.952756
4883,3,5,0.952756
3038,2,3,0.952756
4268,2,4,0.952756
2828,2,3,0.952778
598,1,2,0.952778
1820,3,2,0.952778
3084,0,5,0.952802
397,2,2,0.952802
4024,1,0,0.952854
3866,3,0,0.952854
3855,3,0,0.952854
1918,4,5,0.952854
3856,3,0,0.952854
783,2,1,0.952854
3891,0,5,0.95288
4254,1,1,0.95288
286,4,5,0.95288
4253,1,1,0.95288
833,2,1,0.95288
3459,2,2,0.95288
2457,4,3,0.952909
2833,4,2,0.952909
398,2,2,0.952941
398,2,5,0.952941
3082,2,0,0.952941
935,0,2,0.95297
1759,0,2,0.953003
4295,1,0,0.953003
4865,1,1,0.953003
1636,3,0,0.953003
1321,3,4,0.953039
518,2,6,0.953039
511,1,2,0.953039
2464,4,3,0.953039
3834,3,6,0.953086
1112,4,2,0.953125
4633,2,2,0.953125
3597,2,0,0.953125
1265,0,1,0.953125
75,4,0,0.953125
1758,0,2,0.953125
4884,3,5,0.953125
2200,0,6,0.953125
512,1,2,0.953168
3055,2,0,0.953168
2327,2,6,0.953168
4791,4,5,0.953168
1815,4,3,0.953168
3109,0,5,0.953168
2326,2,6,0.953168
2402,2,4,0.953168
3835,3,6,0.953202
3066,2,0,0.953216
3066,3,0,0.953216
2201,0,6,0.953247
2768,4,0,0.953247
1087,4,2,0.953247
4580,2,2,0.953247
1626,2,0,0.953247
1094,4,2,0.953247
1637,3,0,0.953247
2462,2,4,0.953297
247,3,2,0.953297
3358,4,4,0.953297
258,2,6,0.953297
259,2,6,0.953297
173,2,5,0.953317
172,2,5,0.953317
3086,0,5,0.953353
3068,3,0,0.953353
3083,0,5,0.953353
1761,0,2,0.953368
4500,1,3,0.953368
2089,2,2,0.953368
2195,2,0,0.953368
4651,0,0,0.953368
3737,0,3,0.953368
4945,0,1,0.953368
2198,2,0,0.953368
4709,4,6,0.953368
3738,0,3,0.953368
15,3,3,0.95339
24,2,3,0.953405
1682,3,0,0.953425
2400,2,4,0.953425
532,1,2,0.953425
514,2,6,0.953425
1014,3,2,0.953431
2763,3,5,0.953431
1096,4,5,0.953488
2199,0,6,0.953488
4401,0,4,0.953488
4707,4,6,0.953488
3659,0,4,0.953488
2772,4,0,0.953488
3798,2,6,0.953488
1894,4,5,0.953488
1891,4,5,0.953488
2621,1,2,0.953488
168,2,5,0.953545
1015,3,2,0.953545
3359,1,1,0.953552
3366,4,4,0.953552
2450,2,4,0.953552
2321,2,6,0.953552
3532,2,2,0.953552
526,2,6,0.953552
3336,1,1,0.953608
4872,2,6,0.953608
4397,1,3,0.953608
2628,3,1,0.953608
1399,1,6,0.953623
2762,4,0,0.953659
1310,0,1,0.953678
3533,0,4,0.953678
3367,4,4,0.953678
3373,0,6,0.953678
3352,4,4,0.953678
264,4,5,0.953678
1307,0,1,0.953678
36,0,5,0.953704
1623,3,0,0.953727
1160,4,2,0.953727
3727,4,1,0.953727
2649,4,0,0.953727
4878,3,5,0.953727
4726,4,5,0.953727
3603,2,0,0.953727
3175,2,2,0.953727
1622,3,0,0.953727
1404,1,6,0.953757
471,1,1,0.953757
2757,4,0,0.953771
150,0,2,0.953771
4952,0,1,0.953804
359,2,4,0.953804
315,4,5,0.953804
3020,3,0,0.953804
315,1,1,0.953804
3377,0,6,0.953804
1101,4,5,0.953846
3747,2,2,0.953846
3299,2,3,0.953846
1102,4,2,0.953846
2497,1,6,0.953846
2244,0,6,0.953846
1140,4,2,0.953846
1097,4,5,0.953846
1153,1,6,0.953846
1982,0,5,0.953846
1621,3,0,0.953846
2760,4,0,0.953883
1558,2,1,0.953883
2710,1,3,0.953883
1558,1,3,0.953883
771,2,1,0.953883
1391,1,6,0.953891
3524,2,4,0.95393
4786,2,6,0.95393
3385,3,0,0.95393
2811,0,5,0.95393
235,4,5,0.95393
235,3,2,0.95393
3374,0,6,0.95393
4288,2,4,0.95393
4287,1,0,0.95393
2317,2,0,0.95393
2102,1,3,0.95393
4287,2,4,0.95393
3351,4,4,0.95393
2178,0,6,0.953964
3678,3,3,0.953964
4007,1,0,0.953964
4392,1,3,0.953964
888,1,3,0.953964
1537,1,3,0.953964
1138,4,2,0.953964
1769,0,2,0.953964
4755,4,5,0.953964
154,0,2,0.953995
162,2,5,0.953995
377,2,5,0.954023
3425,2,2,0.954023
3062,3,0,0.954023
378,2,4,0.954023
2312,1,6,0.954054
585,1,2,0.954054
3505,4,6,0.954054
2794,4,6,0.954054
630,1,5,0.954054
3021,3,0,0.954054
4283,1,4,0.954054
3725,4,1,0.954082
2615,2,3,0.954082
4325,1,0,0.954082
3184,3,6,0.954082
2224,0,4,0.954082
31,0,5,0.954098
371,0,3,0.954155
2099,1,3,0.954178
3519,2,4,0.954178
2428,0,2,0.954178
4201,2,2,0.954178
3362,4,4,0.954178
3903,0,5,0.954178
4075,1,0,0.954198
1130,4,2,0.954198
3212,2,2,0.954198
2976,2,3,0.954198
3286,1,1,0.954198
2613,2,3,0.954198
3269,2,3,0.954198
2919,4,4,0.954301
4199,4,5,0.954301
2094,2,2,0.954301
2429,0,2,0.954301
317,4,5,0.954301
2414,0,2,0.954301
4284,1,4,0.954301
1808,4,3,0.954301
4999,1,4,0.954315
4335,3,0,0.954315
4988,0,1,0.954357
25,2,3,0.954386
4968,2,0,0.954397
402,2,2,0.954416
402,2,5,0.954416
3382,0,6,0.954424
1506,3,6,0.954424
2944,3,5,0.954424
336,0,3,0.954424
356,0,3,0.954424
2314,2,6,0.954424
2918,4,4,0.954424
242,3,2,0.954424
3364,0,5,0.954424
355,0,3,0.954424
3382,3,0,0.954424
1613,3,0,0.95443
1618,3,0,0.95443
4663,2,2,0.95443
2609,3,1,0.95443
1165,4,2,0.95443
2231,0,4,0.95443
2973,2,3,0.95443
2611,3,1,0.95443
1129,4,2,0.95443
3873,3,6,0.95443
3249,2,3,0.954545
2433,1,6,0.954545
4390,1,3,0.954545
1236,0,1,0.954545
1396,1,6,0.954545
540,1,1,0.954545
2093,3,4,0.954545
4109,0,5,0.954545
3060,2,0,0.954545
4324,1,0,0.954545
3527,2,2,0.954545
3686,3,3,0.954545
3424,2,2,0.954545
4307,1,0,0.954545
1926,4,4,0.954654
4343,1,0,0.95466
1142,1,6,0.95466
3050,3,0,0.954667
2303,2,6,0.954667
1511,1,3,0.954667
3051,1,2,0.954667
913,0,1,0.954667
4308,1,0,0.954667
3051,2,0,0.954667
551,1,1,0.954667
330,0,3,0.954667
312,4,5,0.954667
3989,0,3,0.954667
4468,0,2,0.954667
1833,4,3,0.954674
1826,4,6,0.954674
1378,1,6,0.954683
1006,3,2,0.954774
4370,0,4,0.954774
4342,1,0,0.954774
3861,3,0,0.954774
942,0,2,0.954774
4388,1,3,0.954774
4373,0,4,0.954774
3328,1,1,0.954774
2484,1,6,0.954787
4446,0,2,0.954787
232,4,5,0.954787
2283,2,6,0.954787
3915,3,0,0.954787
2285,2,6,0.954787
3914,0,5,0.954787
674,2,5,0.954787
3938,3,0,0.954802
39,0,5,0.954819
3880,3,6,0.954887
709,2,1,0.954887
3881,3,6,0.954887
782,2,1,0.954887
3456,2,2,0.954907
4540,2,4,0.954907
689,3,3,0.954907
231,3,2,0.954907
4782,4,5,0.954907
3342,1,1,0.954907
4742,4,6,0.954907
2330,2,0,0.95493
3421,0,6,0.95493
610,1,2,0.95493
2820,2,3,0.95493
2027,2,6,0.955
3327,1,1,0.955
1123,4,1,0.955
1539,1,3,0.955
3851,3,0,0.955
1123,1,6,0.955
1184,4,2,0.955
6,3,0,0.955
2573,2,3,0.955
3863,3,0,0.955
3283,2,3,0.955
2431,2,5,0.955026
2431,1,6,0.955026
912,0,1,0.955026
1238,1,2,0.955026
1239,1,2,0.955026
3049,3,0,0.955026
3918,2,0,0.955026
4279,1,0,0.955026
1804,4,3,0.955026
2280,2,6,0.955026
3057,2,0,0.955056
3955,2,0,0.955056
3408,4,4,0.955056
937,1,4,0.955112
776,2,1,0.955112
752,3,3,0.955112
1512,1,3,0.955145
1628,1,2,0.955145
687,0,4,0.955145
4194,4,5,0.955145
4304,1,0,0.955145
2249,0,6,0.955145
3908,1,4,0.955145
3471,2,2,0.955145
1183,4,2,0.955224
1547,1,3,0.955224
3853,3,0,0.955224
4712,4,6,0.955263
3898,1,4,0.955263
2206,0,6,0.955263
1109,4,2,0.955263
3461,2,2,0.955263
4469,0,2,0.955263
676,2,5,0.955263
4538,2,4,0.955263
3791,2,2,0.955263
1484,2,1,0.955263
1258,0,1,0.955263
4705,4,2,0.955263
1627,1,2,0.955263
609,4,0,0.955307
595,4,4,0.955307
805,0,0,0.955335
1918,3,2,0.955335
1546,1,3,0.955335
2008,2,6,0.955335
210,3,2,0.955335
383,2,4,0.955357
1382,1,6,0.955357
4252,2,4,0.955381
4303,1,1,0.955381
2495,3,1,0.955381
1515,1,3,0.955381
3664,3,3,0.955381
2247,0,6,0.955381
1871,4,5,0.955381
4750,4,6,0.955381
690,0,4,0.955381
4750,4,5,0.955381
2515,4,3,0.955381
2720,2,5,0.955399
808,0,0,0.955446
2750,4,6,0.955446
803,0,0,0.955446
7,3,0,0.955446
199,3,6,0.955446
393,2,5,0.95549
394,0,3,0.95549
1368,1,6,0.95549
4275,1,0,0.955497
1801,4,3,0.955497
3790,2,2,0.955497
1517,1,3,0.955497
4310,1,0,0.955497
4752,4,5,0.955497
681,2,5,0.955497
298,1,1,0.955497
680,2,5,0.955497
76,0,3,0.955497
250,4,4,0.955556
775,0,5,0.955556
665,2,5,0.955556
12,2,3,0.955556
1284,3,4,0.955556
2749,4,6,0.955556
207,3,2,0.955556
250,4,5,0.955556
1920,3,2,0.955556
4965,0,1,0.955556
2507,4,3,0.955614
4311,1,0,0.955614
4301,1,1,0.955614
834,2,1,0.955614
2512,4,3,0.955614
2965,2,3,0.955614
1753,0,2,0.955614
2512,3,0,0.955614
3794,2,6,0.955614
1370,4,3,0.955621
774,2,1,0.955665
4028,0,3,0.955665
930,0,2,0.955665
1285,3,4,0.955679
2881,1,3,0.955679
3483,2,2,0.955679
605,1,2,0.955679
2390,0,6,0.955679
3440,3,0,0.955679
249,4,4,0.955679
34,2,3,0.955696
4209,4,5,0.955729
2203,0,6,0.955729
2203,2,0,0.955729
3661,0,4,0.955729
4206,4,5,0.955729
2516,1,5,0.955729
4633,3,4,0.955729
836,2,1,0.955729
683,0,4,0.955729
4710,4,5,0.955729
3890,1,4,0.955729
2200,2,0,0.955729
3301,2,3,0.955729
2516,4,3,0.955729
678,2,5,0.955729
2203,0,4,0.955729
3152,3,6,0.955729
4703,4,2,0.955729
4703,4,6,0.955729
3080,0,5,0.955752
412,2,5,0.955752
3084,2,0,0.955752
1550,1,3,0.955774
2751,4,6,0.955774
2837,4,1,0.955801
246,0,0,0.955801
2441,0,2,0.955801
2876,1,3,0.955801
2832,4,1,0.955801
35,0,3,0.955836
4964,2,0,0.955836
4964,0,1,0.955836
2201,0,4,0.955844
1524,1,0,0.955844
1087,4,5,0.955844
1087,4,4,0.955844
3805,3,6,0.955844
4530,1,1,0.955844
3740,2,2,0.955844
4210,2,2,0.955844
1626,1,2,0.955844
4248,2,4,0.955844
4454,0,2,0.955844
1751,0,2,0.955844
2699,1,3,0.955882
447,2,2,0.955882
2696,1,3,0.955882
2706,1,3,0.955882
2698,1,3,0.955882
446,2,2,0.955882
3943,3,0,0.955923
2336,2,6,0.955923
1816,3,2,0.955923
2838,1,3,0.955923
3448,3,0,0.955923
497,2,6,0.955923
2466,2,4,0.955923
2439,2,5,0.955923
2868,1,1,0.955923
2456,0,2,0.955923
4791,2,2,0.955923
360,0,3,0.955923
4992,0,1,0.955947
4724,4,5,0.955959
3741,0,3,0.955959
3806,4,3,0.955959
3886,1,4,0.955959
2517,1,5,0.955959
1116,1,6,0.955959
4941,1,1,0.955959
4719,4,6,0.955959
3742,2,2,0.955959
4207,2,2,0.955959
2517,4,3,0.955959
2700,1,3,0.95599
4029,0,2,0.95599
179,2,5,0.95599
1372,4,3,0.956012
389,2,2,0.956012
1288,3,4,0.956044
2909,4,4,0.956044
1839,4,3,0.956044
1292,3,4,0.956044
4953,2,0,0.956044
3482,2,2,0.956044
2443,0,2,0.956044
2337,2,6,0.956044
2383,2,4,0.956044
1071,4,5,0.956072
4725,4,6,0.956072
2521,4,3,0.956072
4395,0,4,0.956072
4725,4,5,0.956072
3823,1,4,0.956072
2083,2,2,0.956072
4700,4,6,0.956072
2181,0,6,0.956072
1085,1,1,0.956072
2148,2,0,0.956072
4455,0,2,0.956072
4700,3,0,0.956072
4394,1,3,0.956072
2565,2,3,0.956098
4997,1,4,0.956098
2567,2,3,0.956098
2762,3,5,0.956098
13,2,3,0.95614
1840,4,3,0.956164
3354,0,5,0.956164
2840,1,3,0.956164
2806,3,5,0.956164
1496,2,1,0.956164
2437,2,5,0.956164
1838,4,3,0.956164
2038,3,6,0.956186
4071,0,2,0.956186
3775,2,2,0.956186
981,3,2,0.956186
905,1,4,0.956186
848,1,3,0.956186
4321,0,1,0.956186
2518,4,3,0.956186
979,0,2,0.956186
4698,3,0,0.956186
156,4,5,0.956204
478,2,6,0.956268
3532,2,4,0.956284
2449,0,2,0.956284
1842,4,3,0.956284
2892,0,5,0.956284
3359,0,5,0.956284
4117,0,5,0.956284
3360,0,6,0.956284
2812,4,2,0.956284
4115,0,5,0.956284
3370,1,1,0.956284
589,4,4,0.956284
2910,4,4,0.956284
3502,1,3,0.956284
3366,1,1,0.956284
4695,3,0,0.956298
3181,3,3,0.956298
993,3,2,0.956298
4878,2,6,0.956298
3802,2,6,0.956298
2036,3,6,0.956298
847,0,2,0.956298
3222,2,3,0.956298
3674,3,3,0.956298
1622,2,0,0.956298
846,0,2,0.956298
4396,0,4,0.956298
2036,2,6,0.956298
1070,4,5,0.956298
29,0,5,0.956376
3093,2,0,0.956395
477,2,6,0.956395
3094,3,4,0.956395
3514,2,4,0.956403
2397,0,6,0.956403
3925,3,0,0.956403
1849,4,3,0.956403
2398,2,4,0.956403
3373,4,4,0.956403
2902,3,5,0.956403
3371,4,4,0.956403
3369,4,4,0.956403
3534,1,3,0.956403
3369,0,6,0.956403
3533,1,3,0.956403
2164,4,3,0.95641
3642,3,4,0.95641
1156,1,6,0.95641
901,1,4,0.95641
3330,1,1,0.95641
4386,1,3,0.95641
4664,0,0,0.95641
958,0,1,0.95641
3292,1,1,0.95641
1075,1,6,0.95641
2040,3,6,0.95641
1068,1,6,0.95641
2605,3,1,0.95641
1621,2,0,0.95641
4570,2,2,0.95641
1555,1,3,0.956416
2967,2,3,0.956522
980,3,2,0.956522
2394,0,6,0.956522
1154,1,6,0.956522
1084,1,1,0.956522
3552,2,0,0.956522
494,2,6,0.956522
3567,2,4,0.956522
994,3,2,0.956522
1133,4,1,0.956522
2810,0,5,0.956522
4804,4,5,0.956522
1556,1,3,0.956522
2945,3,5,0.956522
818,1,5,0.956522
3377,1,1,0.956522
4936,1,1,0.956522
160,2,5,0.956522
380,0,3,0.956522
4004,1,0,0.956522
2444,0,2,0.956522
4728,4,6,0.956522
1912,4,4,0.956522
995,0,4,0.956522
4074,0,2,0.956522
2237,0,4,0.956522
141,2,5,0.956627
813,0,2,0.956633
895,1,4,0.956633
4066,0,2,0.956633
3331,1,0,0.956633
1913,4,4,0.956633
4926,1,1,0.956633
2498,1,5,0.956633
3877,3,6,0.956633
894,1,4,0.956633
2645,1,2,0.956633
706,2,1,0.956633
2166,2,0,0.956633
3698,0,4,0.956633
749,4,3,0.956633
705,2,1,0.956633
3201,2,2,0.956633
854,1,3,0.956633
1495,2,1,0.95664
3479,2,2,0.95664
2317,3,5,0.95664
2127,3,4,0.95664
2438,2,5,0.95664
3530,1,3,0.95664
1282,3,4,0.95664
1481,3,6,0.95664
3517,2,4,0.95664
4805,4,5,0.95664
1400,1,5,0.956647
144,2,5,0.956731
144,0,2,0.956731
142,2,5,0.956731
2981,4,6,0.956743
3800,3,6,0.956743
2613,1,2,0.956743
1003,3,2,0.956743
4008,0,3,0.956743
2617,1,2,0.956743
1119,4,5,0.956743
2647,1,2,0.956743
3174,3,3,0.956743
1972,0,5,0.956743
87,4,0,0.956743
67,0,3,0.956743
3200,2,2,0.956743
952,0,2,0.956743
3800,4,3,0.956743
1003,0,4,0.956743
4061,0,2,0.956743
989,3,2,0.956743
1130,1,6,0.956743
3977,0,1,0.956757
2936,3,5,0.956757
310,4,5,0.956757
